Part_Name,Material_Composition,Age,Condition,Location,Manufacturer,Aircraft_Model
Avionics,Aluminum,28,Used,South America,Embraer,A320
Wing,Titanium,40,Used,Australia,Embraer,G650
Avionics,Steel,29,Used,Asia,Embraer,G650
Wing,Aluminum,39,Used,North America,Airbus,G650
Landing Gear,Composite,8,Used,South America,Airbus,E175
Landing Gear,Composite,10,New,Asia,Airbus,CRJ900
Wing,Aluminum,36,New,Australia,Boeing,A320
Fuselage,Steel,31,New,Africa,Cessna,G650
Engine,Steel,21,New,Africa,Embraer,A320
Avionics,Titanium,33,New,Asia,Bombardier,E175
Engine,Titanium,49,New,South America,Cessna,E175
Engine,Aluminum,4,Used,Asia,Airbus,737
Landing Gear,Steel,29,Used,North America,Bombardier,A320
Landing Gear,Composite,25,New,Australia,Embraer,G650
Landing Gear,Steel,10,Used,Africa,Cessna,E175
Fuselage,Aluminum,16,Used,North America,Cessna,737
Fuselage,Composite,3,New,Africa,Boeing,CRJ900
Engine,Aluminum,41,New,Africa,Gulfstream,737
Engine,Titanium,3,New,Europe,Embraer,737
Fuselage,Composite,21,Used,South America,Boeing,E175
Landing Gear,Titanium,38,Used,Africa,Cessna,Citation X
Wing,Steel,0,Used,Asia,Cessna,CRJ900
Engine,Steel,33,Used,South America,Bombardier,E175
Landing Gear,Steel,2,New,South America,Embraer,737
Engine,Composite,33,Used,Australia,Bombardier,737
Landing Gear,Steel,46,New,Australia,Cessna,737
Wing,Composite,45,New,Africa,Boeing,737
Landing Gear,Titanium,23,New,Asia,Airbus,CRJ900
Wing,Aluminum,27,New,Asia,Boeing,Citation X
Wing,Composite,28,New,South America,Airbus,CRJ900
Wing,Composite,36,New,Australia,Airbus,737
Fuselage,Titanium,39,New,North America,Gulfstream,CRJ900
Engine,Steel,9,Used,Europe,Airbus,G650
Engine,Composite,0,New,Asia,Embraer,G650
Wing,Steel,14,Used,South America,Gulfstream,G650
Landing Gear,Titanium,40,New,Asia,Boeing,E175
Landing Gear,Steel,24,New,Asia,Cessna,E175
Engine,Titanium,9,Used,Africa,Boeing,CRJ900
Landing Gear,Aluminum,16,New,Asia,Bombardier,CRJ900
Engine,Titanium,46,Used,Australia,Embraer,737
Fuselage,Composite,15,Used,Australia,Boeing,737
Engine,Steel,1,New,Asia,Bombardier,737
Landing Gear,Titanium,13,Used,Australia,Cessna,CRJ900
Wing,Composite,47,Used,South America,Gulfstream,737
Engine,Steel,12,New,Europe,Gulfstream,E175
Engine,Titanium,24,Used,South America,Gulfstream,A320
Fuselage,Titanium,32,New,South America,Boeing,G650
Fuselage,Titanium,17,New,Europe,Bombardier,Citation X
Avionics,Aluminum,32,Used,Australia,Boeing,737
Engine,Composite,21,Used,Europe,Bombardier,A320
Landing Gear,Composite,12,New,Europe,Boeing,CRJ900
Landing Gear,Aluminum,9,Used,Asia,Gulfstream,E175
Wing,Composite,39,New,Europe,Gulfstream,A320
Landing Gear,Steel,22,New,Africa,Bombardier,G650
Wing,Titanium,2,Used,Africa,Bombardier,Citation X
Engine,Titanium,41,Used,South America,Cessna,E175
Wing,Aluminum,8,New,Australia,Boeing,A320
Landing Gear,Titanium,19,Used,North America,Cessna,Citation X
Fuselage,Steel,22,Used,Asia,Airbus,737
Avionics,Steel,41,Used,Europe,Boeing,E175
Fuselage,Steel,3,Used,North America,Cessna,G650
Engine,Composite,2,New,Europe,Gulfstream,Citation X
Landing Gear,Titanium,23,Used,South America,Airbus,Citation X
Fuselage,Titanium,37,Used,Australia,Cessna,E175
Fuselage,Composite,17,Used,North America,Boeing,Citation X
Wing,Composite,32,New,Africa,Embraer,737
Wing,Composite,0,New,Africa,Boeing,CRJ900
Fuselage,Aluminum,33,New,Asia,Boeing,A320
Avionics,Steel,38,Used,South America,Cessna,E175
Avionics,Steel,34,New,Asia,Embraer,CRJ900
Avionics,Composite,22,Used,South America,Cessna,A320
Fuselage,Composite,14,New,Asia,Gulfstream,E175
Wing,Steel,42,New,North America,Boeing,G650
Wing,Titanium,16,New,South America,Gulfstream,737
Wing,Composite,42,New,Africa,Gulfstream,G650
Fuselage,Aluminum,15,New,Africa,Boeing,E175
Engine,Steel,19,Used,North America,Bombardier,E175
Landing Gear,Aluminum,28,Used,Australia,Cessna,E175
Avionics,Composite,48,Used,Africa,Bombardier,G650
Wing,Steel,0,New,South America,Bombardier,CRJ900
Wing,Titanium,29,New,Africa,Boeing,A320
Engine,Steel,9,Used,Europe,Boeing,A320
Engine,Aluminum,13,Used,North America,Gulfstream,Citation X
Avionics,Steel,21,Used,North America,Embraer,E175
Engine,Composite,8,New,South America,Boeing,737
Wing,Steel,36,New,North America,Boeing,G650
Fuselage,Steel,43,Used,Asia,Gulfstream,G650
Avionics,Steel,46,New,Australia,Bombardier,A320
Wing,Titanium,1,Used,Asia,Boeing,E175
Wing,Aluminum,38,Used,Asia,Gulfstream,E175
Avionics,Steel,18,Used,South America,Boeing,737
Avionics,Steel,49,Used,Africa,Gulfstream,CRJ900
Wing,Titanium,24,New,North America,Bombardier,737
Avionics,Aluminum,43,New,Europe,Boeing,Citation X
Fuselage,Titanium,31,Used,Asia,Airbus,CRJ900
Landing Gear,Titanium,41,Used,Africa,Gulfstream,CRJ900
Avionics,Aluminum,49,Used,Australia,Cessna,A320
Fuselage,Composite,3,New,Asia,Bombardier,E175
Engine,Titanium,22,New,Australia,Boeing,E175
Fuselage,Titanium,48,New,South America,Airbus,E175
Fuselage,Aluminum,20,Used,Europe,Boeing,E175
Landing Gear,Composite,27,New,Australia,Airbus,737
Avionics,Titanium,17,Used,Asia,Gulfstream,737
Avionics,Aluminum,32,New,Asia,Embraer,Citation X
Engine,Steel,45,New,South America,Bombardier,737
Engine,Composite,32,New,Australia,Embraer,G650
Landing Gear,Steel,30,New,South America,Bombardier,E175
Engine,Aluminum,45,Used,South America,Embraer,A320
Engine,Titanium,2,Used,North America,Airbus,A320
Avionics,Aluminum,15,New,Asia,Gulfstream,737
Engine,Steel,15,New,South America,Embraer,Citation X
Avionics,Steel,46,New,Asia,Embraer,E175
Avionics,Titanium,27,Used,Africa,Airbus,A320
Fuselage,Composite,38,New,South America,Gulfstream,E175
Landing Gear,Aluminum,0,New,Africa,Gulfstream,E175
Engine,Steel,31,New,Europe,Cessna,737
Wing,Steel,13,Used,Africa,Boeing,Citation X
Avionics,Composite,8,Used,Asia,Cessna,E175
Engine,Composite,32,New,Europe,Airbus,737
Fuselage,Titanium,14,Used,Africa,Bombardier,737
Avionics,Steel,15,Used,Europe,Cessna,E175
Avionics,Steel,26,New,Australia,Embraer,737
Wing,Titanium,11,New,Australia,Gulfstream,E175
Engine,Aluminum,10,Used,Europe,Cessna,737
Landing Gear,Titanium,15,New,Asia,Boeing,A320
Fuselage,Aluminum,35,New,Asia,Bombardier,E175
Landing Gear,Aluminum,25,Used,Asia,Bombardier,E175
Landing Gear,Composite,35,New,North America,Boeing,E175
Landing Gear,Titanium,32,Used,Africa,Bombardier,CRJ900
Fuselage,Composite,13,New,Asia,Airbus,G650
Engine,Composite,2,New,North America,Cessna,CRJ900
Avionics,Aluminum,38,Used,Australia,Embraer,G650
Landing Gear,Titanium,30,Used,North America,Cessna,A320
Fuselage,Composite,2,Used,South America,Bombardier,A320
Fuselage,Titanium,42,Used,Asia,Airbus,CRJ900
Landing Gear,Composite,22,New,North America,Gulfstream,G650
Fuselage,Titanium,21,Used,North America,Bombardier,A320
Wing,Composite,36,New,Australia,Airbus,G650
Landing Gear,Aluminum,27,Used,North America,Airbus,G650
Engine,Titanium,1,Used,Europe,Embraer,737
Wing,Steel,30,Used,Africa,Gulfstream,G650
Engine,Steel,0,Used,Australia,Gulfstream,CRJ900
Fuselage,Titanium,36,New,Europe,Cessna,A320
Fuselage,Aluminum,29,New,Australia,Bombardier,CRJ900
Wing,Composite,49,New,Asia,Boeing,CRJ900
Landing Gear,Titanium,12,New,Africa,Embraer,737
Landing Gear,Steel,7,Used,North America,Gulfstream,CRJ900
Landing Gear,Steel,9,New,Europe,Embraer,G650
Landing Gear,Composite,14,Used,North America,Gulfstream,737
Engine,Steel,38,Used,Australia,Airbus,G650
Fuselage,Composite,49,New,Europe,Embraer,Citation X
Engine,Titanium,33,Used,Asia,Cessna,G650
Fuselage,Steel,10,Used,Africa,Gulfstream,A320
Landing Gear,Composite,23,New,South America,Gulfstream,Citation X
Engine,Steel,24,Used,Asia,Bombardier,CRJ900
Engine,Aluminum,40,New,Asia,Gulfstream,G650
Landing Gear,Composite,38,Used,Europe,Embraer,G650
Fuselage,Steel,3,Used,Asia,Bombardier,G650
Wing,Composite,23,New,Australia,Boeing,CRJ900
Avionics,Steel,4,New,Asia,Embraer,CRJ900
Wing,Titanium,31,New,Africa,Gulfstream,737
Landing Gear,Composite,28,New,Australia,Embraer,G650
Wing,Steel,11,New,Asia,Embraer,G650
Avionics,Aluminum,13,New,Australia,Gulfstream,Citation X
Landing Gear,Titanium,35,New,Australia,Bombardier,CRJ900
Fuselage,Steel,20,New,South America,Gulfstream,G650
Wing,Steel,40,Used,South America,Airbus,A320
Landing Gear,Aluminum,21,Used,Europe,Embraer,Citation X
Engine,Titanium,43,New,Europe,Bombardier,CRJ900
Avionics,Aluminum,10,Used,Australia,Embraer,737
Wing,Aluminum,26,Used,South America,Gulfstream,G650
Engine,Aluminum,23,New,Africa,Gulfstream,CRJ900
Engine,Composite,31,Used,North America,Bombardier,A320
Fuselage,Composite,5,New,Europe,Embraer,Citation X
Landing Gear,Steel,31,Used,South America,Gulfstream,Citation X
Fuselage,Aluminum,40,Used,North America,Cessna,CRJ900
Engine,Composite,32,New,South America,Boeing,CRJ900
Fuselage,Steel,24,Used,Asia,Embraer,Citation X
Wing,Aluminum,47,New,Africa,Gulfstream,A320
Fuselage,Steel,9,Used,Africa,Embraer,E175
Wing,Aluminum,40,Used,South America,Airbus,Citation X
Avionics,Composite,15,New,Europe,Boeing,CRJ900
Avionics,Steel,12,New,Australia,Cessna,737
Fuselage,Titanium,5,New,North America,Gulfstream,CRJ900
Fuselage,Titanium,10,Used,North America,Bombardier,G650
Wing,Composite,47,New,Europe,Boeing,E175
Wing,Steel,25,New,North America,Gulfstream,E175
Avionics,Aluminum,36,Used,Asia,Airbus,E175
Avionics,Titanium,12,Used,North America,Boeing,A320
Landing Gear,Aluminum,47,New,North America,Boeing,E175
Landing Gear,Aluminum,15,New,Europe,Boeing,A320
Wing,Aluminum,26,New,Australia,Boeing,E175
Wing,Steel,3,Used,North America,Gulfstream,A320
Wing,Composite,2,New,Europe,Embraer,A320
Wing,Steel,8,New,North America,Boeing,CRJ900
Wing,Aluminum,22,Used,Africa,Cessna,E175
Landing Gear,Steel,40,Used,North America,Embraer,E175
Engine,Composite,40,Used,North America,Boeing,E175
Wing,Steel,42,Used,North America,Cessna,E175
Wing,Composite,14,New,North America,Airbus,G650
Fuselage,Aluminum,49,Used,Australia,Airbus,G650
Wing,Steel,20,New,South America,Bombardier,Citation X
Landing Gear,Steel,31,New,Australia,Boeing,A320
Landing Gear,Composite,25,Used,Asia,Cessna,Citation X
Wing,Steel,33,New,Africa,Embraer,Citation X
Landing Gear,Steel,41,Used,Asia,Gulfstream,737
Avionics,Steel,42,Used,Africa,Cessna,737
Avionics,Steel,12,New,South America,Gulfstream,G650
Landing Gear,Steel,45,New,Africa,Bombardier,Citation X
Landing Gear,Steel,7,New,North America,Embraer,CRJ900
Engine,Titanium,3,New,South America,Airbus,CRJ900
Engine,Aluminum,5,New,North America,Airbus,A320
Avionics,Composite,35,New,South America,Gulfstream,E175
Engine,Titanium,23,New,Africa,Gulfstream,Citation X
Fuselage,Steel,30,New,Europe,Bombardier,737
Landing Gear,Titanium,17,New,North America,Boeing,Citation X
Engine,Composite,13,New,Asia,Boeing,E175
Fuselage,Composite,35,Used,Europe,Airbus,CRJ900
Engine,Titanium,49,Used,North America,Airbus,CRJ900
Landing Gear,Titanium,9,Used,South America,Airbus,CRJ900
Engine,Composite,33,Used,Asia,Embraer,G650
Landing Gear,Titanium,41,Used,North America,Cessna,G650
Wing,Steel,4,Used,North America,Cessna,G650
Wing,Steel,42,New,Australia,Boeing,A320
Fuselage,Titanium,14,Used,Europe,Gulfstream,737
Wing,Titanium,23,New,South America,Boeing,CRJ900
Avionics,Steel,7,Used,Africa,Cessna,737
Wing,Aluminum,42,New,Africa,Embraer,E175
Landing Gear,Steel,39,Used,Africa,Cessna,CRJ900
Engine,Composite,31,New,Africa,Boeing,737
Fuselage,Composite,15,New,South America,Embraer,CRJ900
Avionics,Steel,47,Used,Australia,Cessna,Citation X
Landing Gear,Composite,42,Used,North America,Gulfstream,CRJ900
Avionics,Steel,15,Used,South America,Cessna,G650
Wing,Composite,23,Used,Europe,Gulfstream,737
Wing,Titanium,0,Used,South America,Airbus,Citation X
Wing,Titanium,36,New,Australia,Airbus,A320
Engine,Steel,23,New,Australia,Cessna,CRJ900
Landing Gear,Composite,28,New,South America,Airbus,A320
Fuselage,Composite,29,Used,Asia,Cessna,Citation X
Landing Gear,Composite,3,New,South America,Cessna,737
Landing Gear,Steel,12,Used,Europe,Gulfstream,E175
Wing,Steel,30,Used,Europe,Gulfstream,Citation X
Landing Gear,Aluminum,27,Used,Africa,Gulfstream,A320
Engine,Steel,32,Used,Asia,Boeing,Citation X
Landing Gear,Titanium,12,New,South America,Airbus,A320
Fuselage,Composite,24,Used,Africa,Bombardier,Citation X
Avionics,Composite,37,New,Australia,Bombardier,G650
Fuselage,Composite,36,Used,Europe,Embraer,A320
Wing,Steel,35,Used,Africa,Embraer,CRJ900
Avionics,Steel,26,Used,Africa,Embraer,CRJ900
Avionics,Composite,31,Used,South America,Cessna,G650
Engine,Composite,22,New,Australia,Bombardier,A320
Fuselage,Aluminum,13,New,North America,Boeing,737
Landing Gear,Steel,7,Used,South America,Cessna,Citation X
Wing,Steel,48,Used,Australia,Airbus,A320
Landing Gear,Titanium,42,New,North America,Gulfstream,A320
Avionics,Composite,42,Used,Europe,Cessna,CRJ900
Avionics,Steel,13,New,South America,Embraer,737
Engine,Titanium,38,Used,Australia,Cessna,737
Wing,Aluminum,22,New,Australia,Airbus,E175
Landing Gear,Steel,28,Used,Asia,Bombardier,737
Fuselage,Titanium,48,Used,Australia,Gulfstream,G650
Engine,Aluminum,34,Used,Asia,Cessna,A320
Fuselage,Steel,30,Used,Asia,Embraer,Citation X
Engine,Steel,42,Used,Asia,Boeing,CRJ900
Landing Gear,Composite,37,Used,Africa,Bombardier,E175
Fuselage,Steel,36,New,North America,Boeing,A320
Landing Gear,Titanium,45,New,North America,Embraer,G650
Avionics,Titanium,49,Used,North America,Bombardier,A320
Avionics,Steel,1,Used,North America,Embraer,G650
Avionics,Steel,49,Used,Asia,Bombardier,A320
Avionics,Titanium,20,New,South America,Embraer,E175
Landing Gear,Steel,27,New,South America,Airbus,A320
Engine,Composite,22,Used,North America,Bombardier,A320
Avionics,Aluminum,2,Used,North America,Boeing,Citation X
Engine,Titanium,33,Used,Asia,Airbus,G650
Fuselage,Aluminum,25,Used,North America,Bombardier,A320
Avionics,Composite,14,New,Australia,Bombardier,Citation X
Avionics,Composite,10,New,Australia,Airbus,CRJ900
Engine,Steel,6,Used,Australia,Airbus,A320
Avionics,Steel,46,Used,Europe,Airbus,E175
Wing,Aluminum,28,Used,South America,Cessna,A320
Fuselage,Titanium,39,Used,North America,Airbus,Citation X
Landing Gear,Steel,37,Used,Europe,Boeing,G650
Avionics,Aluminum,48,New,Australia,Gulfstream,CRJ900
Avionics,Composite,13,New,Asia,Gulfstream,G650
Landing Gear,Steel,41,New,Asia,Bombardier,Citation X
Avionics,Composite,26,New,Australia,Airbus,G650
Wing,Titanium,24,Used,South America,Airbus,A320
Avionics,Titanium,8,New,Africa,Bombardier,G650
Wing,Aluminum,26,Used,North America,Boeing,G650
Avionics,Aluminum,18,New,Europe,Gulfstream,G650
Avionics,Aluminum,42,Used,Asia,Gulfstream,E175
Engine,Composite,30,Used,Australia,Airbus,CRJ900
Landing Gear,Titanium,39,Used,Africa,Embraer,E175
Landing Gear,Aluminum,36,New,South America,Cessna,E175
Landing Gear,Aluminum,45,Used,Asia,Cessna,E175
Fuselage,Aluminum,6,Used,Asia,Boeing,CRJ900
Avionics,Aluminum,20,Used,Australia,Airbus,A320
Landing Gear,Titanium,8,New,South America,Boeing,737
Engine,Steel,21,Used,North America,Boeing,Citation X
Landing Gear,Aluminum,21,Used,North America,Embraer,A320
Engine,Aluminum,15,New,Australia,Embraer,A320
Wing,Aluminum,14,Used,Africa,Airbus,CRJ900
Engine,Steel,27,Used,Australia,Boeing,CRJ900
Wing,Aluminum,0,Used,South America,Airbus,G650
Landing Gear,Composite,42,Used,Australia,Embraer,Citation X
Fuselage,Steel,5,Used,Africa,Cessna,A320
Wing,Steel,29,New,North America,Boeing,A320
Wing,Steel,16,Used,Asia,Airbus,CRJ900
Engine,Steel,24,New,Africa,Embraer,Citation X
Wing,Steel,11,New,North America,Embraer,737
Fuselage,Composite,41,New,Australia,Gulfstream,G650
Engine,Aluminum,21,Used,South America,Boeing,A320
Engine,Titanium,32,Used,Asia,Boeing,Citation X
Fuselage,Steel,30,New,Asia,Cessna,CRJ900
Avionics,Steel,48,Used,Africa,Cessna,CRJ900
Landing Gear,Titanium,8,New,South America,Bombardier,CRJ900
Avionics,Aluminum,44,Used,North America,Cessna,A320
Avionics,Composite,23,Used,North America,Gulfstream,Citation X
Wing,Composite,26,New,Africa,Boeing,E175
Landing Gear,Composite,37,New,North America,Boeing,Citation X
Fuselage,Aluminum,31,New,South America,Boeing,737
Wing,Composite,4,Used,South America,Gulfstream,G650
Avionics,Steel,21,Used,Australia,Airbus,G650
Avionics,Titanium,18,Used,Asia,Airbus,737
Avionics,Aluminum,48,New,South America,Boeing,G650
Fuselage,Composite,38,Used,Australia,Airbus,737
Landing Gear,Composite,46,Used,Africa,Cessna,737
Engine,Composite,27,New,North America,Boeing,E175
Avionics,Titanium,21,New,South America,Airbus,A320
Avionics,Aluminum,5,New,South America,Embraer,A320
Fuselage,Steel,36,New,Australia,Embraer,Citation X
Landing Gear,Steel,12,New,North America,Embraer,737
Fuselage,Steel,31,Used,Africa,Gulfstream,CRJ900
Engine,Composite,35,New,North America,Embraer,G650
Fuselage,Steel,0,New,Australia,Gulfstream,CRJ900
Fuselage,Titanium,19,New,South America,Cessna,Citation X
Fuselage,Composite,37,New,South America,Cessna,737
Engine,Composite,39,Used,Asia,Bombardier,Citation X
Fuselage,Titanium,28,New,South America,Embraer,Citation X
Avionics,Composite,4,Used,Australia,Boeing,E175
Fuselage,Aluminum,17,Used,Asia,Embraer,737
Landing Gear,Titanium,17,Used,Asia,Airbus,A320
Engine,Composite,33,Used,North America,Bombardier,G650
Landing Gear,Titanium,26,Used,Europe,Cessna,A320
Engine,Steel,40,New,Africa,Boeing,E175
Avionics,Aluminum,24,New,North America,Gulfstream,Citation X
Engine,Titanium,30,Used,Africa,Embraer,E175
Wing,Aluminum,26,New,South America,Bombardier,G650
Wing,Aluminum,14,New,Africa,Embraer,CRJ900
Engine,Composite,8,Used,North America,Embraer,CRJ900
Landing Gear,Aluminum,9,Used,Europe,Bombardier,E175
Wing,Aluminum,47,New,Asia,Cessna,Citation X
Wing,Steel,23,Used,Africa,Cessna,A320
Engine,Steel,43,New,Asia,Gulfstream,A320
Wing,Titanium,31,New,South America,Boeing,Citation X
Landing Gear,Steel,4,Used,South America,Embraer,G650
Wing,Steel,28,Used,Africa,Airbus,G650
Wing,Aluminum,49,New,Africa,Bombardier,737
Landing Gear,Aluminum,10,Used,South America,Cessna,Citation X
Avionics,Composite,34,Used,Europe,Embraer,E175
Engine,Steel,25,Used,Europe,Gulfstream,Citation X
Wing,Steel,13,Used,Asia,Cessna,A320
Landing Gear,Titanium,26,New,South America,Bombardier,A320
Wing,Aluminum,36,Used,Asia,Airbus,737
Landing Gear,Steel,2,New,North America,Cessna,CRJ900
Wing,Composite,13,Used,Australia,Boeing,E175
Engine,Aluminum,19,New,North America,Embraer,A320
Engine,Aluminum,33,Used,Australia,Bombardier,737
Avionics,Steel,31,New,Australia,Boeing,A320
Engine,Composite,43,New,South America,Cessna,A320
Engine,Titanium,8,New,Africa,Airbus,737
Landing Gear,Titanium,30,New,Africa,Embraer,E175
Engine,Titanium,32,New,South America,Gulfstream,Citation X
Wing,Composite,33,Used,Asia,Bombardier,CRJ900
Fuselage,Steel,14,Used,Asia,Gulfstream,CRJ900
Engine,Aluminum,1,Used,Asia,Bombardier,CRJ900
Avionics,Titanium,6,New,North America,Bombardier,E175
Wing,Composite,27,New,North America,Boeing,E175
Fuselage,Titanium,25,New,Asia,Embraer,737
Engine,Composite,49,New,Australia,Cessna,Citation X
Avionics,Steel,28,New,Asia,Embraer,E175
Fuselage,Titanium,45,New,Australia,Bombardier,E175
Fuselage,Aluminum,23,New,Europe,Airbus,E175
Fuselage,Composite,16,Used,Asia,Gulfstream,CRJ900
Wing,Aluminum,47,Used,Asia,Airbus,E175
Avionics,Aluminum,41,Used,Africa,Cessna,Citation X
Fuselage,Composite,28,Used,Asia,Gulfstream,E175
Wing,Steel,18,Used,South America,Boeing,CRJ900
Engine,Composite,36,New,Africa,Boeing,G650
Landing Gear,Aluminum,10,Used,Australia,Cessna,G650
Wing,Aluminum,21,Used,South America,Cessna,CRJ900
Fuselage,Steel,48,New,South America,Airbus,Citation X
Fuselage,Titanium,7,New,Asia,Cessna,CRJ900
Fuselage,Composite,4,Used,Asia,Cessna,E175
Avionics,Composite,16,Used,Asia,Airbus,737
Fuselage,Composite,0,Used,Asia,Cessna,737
Wing,Composite,29,Used,Australia,Bombardier,E175
